"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"1841","K2011-01253","28140170200000000",2012-08-01,7252,"7115","TRUMAN","RD","7115  E TRUMAN RD","Kansas City","Missouri",-94.49916676,39.09324985,"Yes"
"1842","K2011-01279","28220172200000000",2012-08-01,8078,"806","CYPRESS","AVE","806   CYPRESS AVE","Kansas City","Missouri",-94.52964784,39.10259582,"Yes"
"1843","K2011-01280","28220180700000000",2012-08-01,8166,"813","SPRUCE","AVE","813   SPRUCE AVE","Kansas City","Missouri",-94.53133694,39.10250996,"Yes"
"1844","K2011-01302","28230131100000000",2012-08-01,8589,"1522","CYPRESS","AVE","1522   CYPRESS AVE","Kansas City","Missouri",-94.53031757,39.09304152,"Yes"
"1845","K2011-01304","28230182300000000",2012-08-01,8601,"1618","CYPRESS","AVE","1618   CYPRESS AVE","Kansas City","Missouri",-94.5303688,39.09186462,"Yes"
"1846","K2011-01336","28310260400000000",2012-08-01,9968,"1005","BALES","AVE","1005   BALES AVE","Kansas City","Missouri",-94.54062966,39.10054325,"Yes"
"1847","K2011-01338","28310301500000000",2012-08-01,10057,"3818","10TH","TER","3818  E 10TH TER","Kansas City","Missouri",-94.53663601,39.10049799,"Yes"
"1848","K2011-01340","28320013100000000",2012-08-01,10347,"3232","6TH","ST","3232  E 6TH ST","Kansas City","Missouri",-94.54227487,39.10537277,"Yes"
"1849","K2011-01352","28320200600000000",2012-08-01,10796,"2819","9TH","ST","2819  E 9TH ST","Kansas City","Missouri",-94.54821044,39.102122,"Yes"
"1850","K2011-01377","28340363600000000",2012-08-01,11615,"4117","16TH","CT","4117  E 16TH CT","Kansas City","Missouri",-94.53356625,39.09144492,"Yes"
"1851","K2011-01394","28420184400000000",2012-08-01,15615,"2032","AGNES","AVE","2032   AGNES AVE","Kansas City","Missouri",-94.54754807,39.08682205,"Yes"
"1852","K2011-01398","28420187300000000",2012-08-01,15429,"1822","AGNES","AVE","1822   AGNES AVE","Kansas City","Missouri",-94.54752749,39.08979882,"Yes"
"1853","K2011-01423","28420280900000000",2012-08-01,15868,"3009","20TH","TER","3009  E 20TH TER","Kansas City","Missouri",-94.54680033,39.0870843,"Yes"
"1854","K2011-01424","28420290400000000",2012-08-01,15856,"3211","20TH","TER","3211  E 20TH TER","Kansas City","Missouri",-94.54504657,39.08702989,"Yes"
"1855","K2011-01462","28430260800000000",2012-08-01,16550,"2517","PROSPECT","AVE","2517   PROSPECT AVE","Kansas City","Missouri",-94.55199473,39.08006332,"Yes"
"1856","K2011-01463","28430260900000000",2012-08-01,16551,"2519","PROSPECT","AVE","2519   PROSPECT AVE","Kansas City","Missouri",-94.55199959,39.07996043,"Yes"
"1857","K2011-01473","28430323100000000",2012-08-01,16774,"2532","COLLEGE","AVE","2532   COLLEGE AVE","Kansas City","Missouri",-94.54489076,39.07931435,"Yes"
"1858","K2011-01480","28430343600000000",2012-08-01,16863,"2612","INDIANA","AVE","2612   INDIANA AVE","Kansas City","Missouri",-94.54359907,39.07807739,"Yes"
"1859","K2011-01488","28430392500000000",2012-08-01,16505,"2610","AGNES","AVE","2610   AGNES AVE","Kansas City","Missouri",-94.54807111,39.07828544,"Yes"
"1860","K2011-01489","28430401900000000",2012-08-01,16383,"2642","BENTON","BLVD","2642   BENTON BLVD","Kansas City","Missouri",-94.54939263,39.07729356,"Yes"
"1861","K2011-01495","28430422300000000",2012-08-01,16422,"2630","MONTGALL","AVE","2630   MONTGALL AVE","Kansas City","Missouri",-94.55159908,39.07772581,"Yes"
"1862","K2011-01506","28440121700000000",2012-08-01,16924,"3804","25TH","ST","3804  E 25TH ST","Kansas City","Missouri",-94.53810217,39.08048032,"Yes"
"1863","K2011-01510","28440181300000000",2012-08-01,17208,"3500","25TH","ST","3500  E 25TH ST","Kansas City","Missouri",-94.5417832,39.08060719,"Yes"
"1864","K2011-01511","28440181800000000",2012-08-01,17204,"3514","25TH","ST","3514  E 25TH ST","Kansas City","Missouri",-94.54108644,39.08057747,"Yes"
"1865","K2011-01513","28440182400000000",2012-08-01,17198,"2442","ASKEW","AVE","2442   ASKEW AVE","Kansas City","Missouri",-94.54111371,39.08115349,"Yes"
"1866","K2011-01520","28440242500000000",2012-08-01,17603,"2516","MERSINGTON","AVE","2516   MERSINGTON AVE","Kansas City","Missouri",-94.53775738,39.0795895,"Yes"
"1867","K2011-01528","28440293300000000",2012-08-01,17553,"2602","NORTON","AVE","2602   NORTON AVE","Kansas City","Missouri",-94.53550263,39.07812761,"Yes"
"1868","K2011-01531","28440333000000000",2012-08-01,17369,"2624","MONROE","AVE","2624   MONROE AVE","Kansas City","Missouri",-94.54013978,39.07757397,"Yes"
"1869","K2011-01534","28440342200000000",2012-08-01,17399,"2642","ASKEW","AVE","2642   ASKEW AVE","Kansas City","Missouri",-94.54127584,39.07688426,"Yes"
"1870","K2011-01543","28510123000000000",2012-08-01,17801,"2216","QUINCY","AVE","2216   QUINCY AVE","Kansas City","Missouri",-94.52361959,39.0845321,"Yes"
"1871","K2011-01551","28510162900000000",2012-08-01,18004,"2218","DRURY","AVE","2218   DRURY AVE","Kansas City","Missouri",-94.51901922,39.08435572,"Yes"
"1872","K2011-01569","28520240300000000",2012-08-01,18476,"4507","19TH","ST","4507  E 19TH ST","Kansas City","Missouri",-94.52992968,39.0883532,"Yes"
"1873","K2011-01607","28530120400000000",2012-08-01,19343,"2415","KENSINGTON","AVE","2415   KENSINGTON AVE","Kansas City","Missouri",-94.53144269,39.08160147,"Yes"
"1874","K2011-01608","28530120600000000",2012-08-01,19345,"2421","KENSINGTON","AVE","2421   KENSINGTON AVE","Kansas City","Missouri",-94.53145328,39.08138784,"Yes"
"1875","K2011-01624","28530184000000000",2012-08-01,19980,"2524","BRIGHTON","AVE","2524   BRIGHTON AVE","Kansas City","Missouri",-94.52503527,39.07891683,"Yes"
"1876","K2011-01642","28540010302000000",2012-08-01,249045,"5707","23RD","ST","5707  E 23RD ST","Kansas City","Missouri",-94.51589895,39.08286599,"Yes"
"1877","K2011-01653","28540113600000000",2012-08-01,20435,"2549","DENVER","AVE","2549   DENVER AVE","Kansas City","Missouri",-94.52215309,39.07803365,"Yes"
"1878","K2011-01694","28810122100000000",2012-08-01,21588,"5622","BONITA","AVE","5622   BONITA AVE","Kansas City","Missouri",-94.51684533,39.07398878,"Yes"
"1879","K2011-01696","28810131000000000",2012-08-01,21558,"5421","28TH","ST","5421  E 28TH ST","Kansas City","Missouri",-94.51943838,39.07437618,"Yes"
"1880","K2011-01702","28810220500000000",2012-08-01,21936,"5225","29TH","ST","5225  E 29TH ST","Kansas City","Missouri",-94.52180265,39.07223037,"Yes"
"1881","K2011-01703","28810221000000000",2012-08-01,21939,"5211","29TH","ST","5211  E 29TH ST","Kansas City","Missouri",-94.52238824,39.0722993,"Yes"
"1882","K2011-01722","28820082100000000",2012-08-01,22338,"2734","KENSINGTON","AVE","2734   KENSINGTON AVE","Kansas City","Missouri",-94.53180676,39.07505142,"Yes"
"1883","K2011-01723","28820121100000000",2012-08-01,22391,"2831","SPRUCE","AVE","2831   SPRUCE AVE","Kansas City","Missouri",-94.53307949,39.07352459,"Yes"
"1884","K2011-01726","28820141700000000",2012-08-01,22293,"2806","CYPRESS","AVE","2806   CYPRESS AVE","Kansas City","Missouri",-94.53090218,39.0741731,"Yes"
"1885","K2011-01729","28820152000000000",2012-08-01,22260,"2810","ELMWOOD","AVE","2810   ELMWOOD AVE","Kansas City","Missouri",-94.52990845,39.07410687,"Yes"
"1886","K2011-01745","28820273300000000",2012-08-01,22513,"3002","SPRUCE","AVE","3002   SPRUCE AVE","Kansas City","Missouri",-94.53351866,39.07088644,"Yes"
"1887","K2011-01748","28820291000000000",2012-08-01,22547,"3023","CYPRESS","AVE","3023   CYPRESS AVE","Kansas City","Missouri",-94.53045409,39.07012978,"Yes"
"1888","K2011-01753","28820320800000000",2012-08-01,22725,"3023","CHELSEA","AVE","3023   CHELSEA AVE","Kansas City","Missouri",-94.52742716,39.07007684,"Yes"
"1889","K2011-01772","28830210500000000",2012-08-01,23214,"3311","SPRUCE","AVE","3311   SPRUCE AVE","Kansas City","Missouri",-94.53316903,39.06516274,"Yes"
"1890","K2011-01778","28830240600000000",2012-08-01,23200,"3419","SPRUCE","AVE","3419   SPRUCE AVE","Kansas City","Missouri",-94.53326118,39.06304056,"Yes"
"1891","K2011-01790","28910061600000000",2012-08-01,23655,"2733","ASKEW","AVE","2733   ASKEW AVE","Kansas City","Missouri",-94.54072517,39.0754632,"Yes"
"1892","K2011-01796","28910072000000000",2012-08-01,23760,"2742","ASKEW","AVE","2742   ASKEW AVE","Kansas City","Missouri",-94.54140553,39.07516011,"Yes"
"1893","K2011-01797","28910092100000000",2012-08-01,23895,"3412","29TH","ST","3412  E 29TH ST","Kansas City","Missouri",-94.54275765,39.0733134,"Yes"
"1894","K2011-01812","28910301900000000",2012-08-01,24094,"3022","CLEVELAND","AVE","3022   CLEVELAND AVE CAN","Kansas City","Missouri",-94.53939308,39.07017019,"Yes"
"1895","K2011-01813","28910313300000000",2012-08-01,23927,"3600","31ST","ST","3600  E 31ST ST","Kansas City","Missouri",-94.54101245,39.06973459,"Yes"
"1896","K2011-01816","28910322900000000",2012-08-01,23940,"3010","ASKEW","AVE","3010   ASKEW AVE","Kansas City","Missouri",-94.54164134,39.07084257,"Yes"
"1897","K2011-01833","28920131300000000",2012-08-01,24958,"3200","30TH","ST","3200  E 30TH ST","Kansas City","Missouri",-94.54602168,39.07174166,"Yes"
"1898","K2011-01863","28930230200000000",2012-08-01,25710,"3211","33RD","ST","3211  E 33RD ST","Kansas City","Missouri",-94.54547419,39.0658398,"Yes"
"1899","K2011-01867","28930240500000000",2012-08-01,25541,"3307","COLLEGE","AVE","3307   COLLEGE AVE","Kansas City","Missouri",-94.54472647,39.06569764,"Yes"
"1900","K2011-01868","28930241300000000",2012-08-01,25549,"3327","COLLEGE","AVE","3327   COLLEGE AVE","Kansas City","Missouri",-94.54469663,39.06501008,"Yes"
"1901","K2011-01870","28930244000000000",2012-08-01,25616,"3302","INDIANA","AVE","3302   INDIANA AVE","Kansas City","Missouri",-94.54417557,39.06576784,"Yes"
"1902","K2011-01872","28930250700000000",2012-08-01,25562,"3407","COLLEGE","AVE","3407   COLLEGE AVE","Kansas City","Missouri",-94.54475292,39.06381955,"Yes"
"1903","K2011-01877","28930282200000000",2012-08-01,25789,"3440","BELLEFONTAINE","AVE","3440   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54782017,39.06277934,"Yes"
"1904","K2011-01882","28930300800000000",2012-08-01,25470,"3417","CHESTNUT","AVE","3417   CHESTNUT AVE","Kansas City","Missouri",-94.55050517,39.06370881,"Yes"
"1905","K2011-01888","28940101200000000",2012-08-01,25804,"3215","MYRTLE","AVE","3215   MYRTLE AVE","Kansas City","Missouri",-94.53664544,39.0665733,"Yes"
"1906","K2011-01894","28940183000000000",2012-08-01,26163,"3336","ASKEW","AVE","3336   ASKEW AVE","Kansas City","Missouri",-94.54195779,39.06450747,"Yes"
"1907","K2011-01899","28940232400000000",2012-08-01,26248,"3430","CLEVELAND","AVE","3430   CLEVELAND AVE","Kansas City","Missouri",-94.53972983,39.06292945,"Yes"
"1908","K2011-01934","29140421500000000",2012-08-01,12466,"1322","MICHIGAN","AVE","1322   MICHIGAN AVE","Kansas City","Missouri",-94.55999501,39.09690151,"Yes"
"1909","K2011-01956","29420152000000000",2012-08-01,124093,"2122","MERCIER","ST","2122   MERCIER ST","Kansas City","Missouri",-94.59915195,39.08729922,"Yes"
"1910","K2011-01957","29420152100000000",2012-08-01,124094,"2124","MERCIER","ST","2124   MERCIER ST","Kansas City","Missouri",-94.59915988,39.08716178,"Yes"
"1911","K2011-01978","29610220200000000",2012-08-01,13032,"2509","20TH","ST","2509  E 20TH ST","Kansas City","Missouri",-94.55266653,39.08783714,"Yes"
"1912","K2011-01982","29610232700000000",2012-08-01,13027,"2010","WABASH","AVE","2010   WABASH AVE","Kansas City","Missouri",-94.55346247,39.08755751,"Yes"
"1913","K2011-01983","29610241400000000",2012-08-01,13176,"2028","OLIVE","ST","2028   OLIVE ST","Kansas City","Missouri",-94.55463145,39.08693899,"Yes"
"1914","K2011-01984","29610241500000000",2012-08-01,13177,"2026","OLIVE","ST","2026   OLIVE ST","Kansas City","Missouri",-94.55462703,39.08703366,"Yes"
"1915","K2011-01985","29610243201200000",2012-08-01,223567,"2024","OLIVE","ST","2024   OLIVE ST","Kansas City","Missouri",-94.55462417,39.08709027,"Yes"
"1916","K2011-01988","29610301100000000",2012-08-01,13067,"2127","BROOKLYN","AVE","2127   BROOKLYN AVE","Kansas City","Missouri",-94.55642184,39.08581912,"Yes"
"1917","K2011-02011","29640062200000000",2012-08-01,14306,"2322","MICHIGAN","AVE","2322   MICHIGAN AVE","Kansas City","Missouri",-94.56059169,39.08377961,"Yes"
"1918","K2011-02018","29640132100000000",2012-08-01,14198,"2438","PROSPECT","AVE","2438   PROSPECT AVE","Kansas City","Missouri",-94.55262675,39.0815423,"Yes"
"1919","K2011-02020","29640220100000000",2012-08-01,14481,"2500","EUCLID","AVE","2500   EUCLID AVE","Kansas City","Missouri",-94.55962959,39.0808618,"Yes"
"1920","K2011-02021","29640221200000000",2012-08-01,14452,"2525","MICHIGAN","AVE","2525   MICHIGAN AVE","Kansas City","Missouri",-94.56016329,39.0801041,"Yes"
"1921","K2011-02022","29640223701000000",2012-08-01,228116,"2502","EUCLID","AVE","2502   EUCLID AVE","Kansas City","Missouri",-94.5596336,39.08078507,"Yes"
"1922","K2011-02055","29710041300000000",2012-08-01,26563,"2735","BROOKLYN","AVE","2735   BROOKLYN AVE","Kansas City","Missouri",-94.55681961,39.07594926,"Yes"
"1923","K2011-02084","29710240500000000",2012-08-01,26854,"3011","PARK","AVE","3011   PARK AVE","Kansas City","Missouri",-94.55589969,39.07133824,"Yes"
"1924","K2011-02127","29740170800000000",2012-08-01,126656,"3321","WABASH","AVE","3321   WABASH AVE","Kansas City","Missouri",-94.5538834,39.06548839,"Yes"
"1925","K2011-02130","29740190500000000",2012-08-01,126554,"3307","PARK","AVE","3307   PARK AVE","Kansas City","Missouri",-94.55615685,39.06602325,"Yes"
"1926","K2011-02134","29740222400000000",2012-08-01,126421,"3328","GARFIELD","AVE","3328   GARFIELD AVE","Kansas City","Missouri",-94.55920074,39.06537053,"Yes"
"1927","K2011-02135","29740222900000000",2012-08-01,126306,"3318","GARFIELD","AVE","3318   GARFIELD AVE","Kansas City","Missouri",-94.55918201,39.06574213,"Yes"
"1928","K2011-02138","29740242000000000",2012-08-01,126388,"3348","MICHIGAN","AVE","3348   MICHIGAN AVE","Kansas City","Missouri",-94.56147984,39.06485327,"Yes"
"1929","K2011-02141","29740272200000000",2012-08-01,126396,"2018","35TH","ST","2018  E 35TH ST","Kansas City","Missouri",-94.55923614,39.06306095,"Yes"
"1930","K2011-02144","29740282600000000",2012-08-01,126428,"3436","BROOKLYN","AVE","3436   BROOKLYN AVE","Kansas City","Missouri",-94.55814972,39.06331531,"Yes"
"1931","K2011-02146","29740301400000000",2012-08-01,126613,"3435","PARK","AVE","3435   PARK AVE","Kansas City","Missouri",-94.55629557,39.06331837,"Yes"
"1932","K2011-02147","29740311400000000",2012-08-01,126499,"3433","OLIVE","ST","3433   OLIVE ST","Kansas City","Missouri",-94.55514154,39.06327482,"Yes"
"1933","K2011-02149","29740312600000000",2012-08-01,126487,"3430","WABASH","AVE","3430   WABASH AVE","Kansas City","Missouri",-94.55466553,39.06334496,"Yes"
"1934","K2011-02219","30110311200000000",2012-08-01,134421,"3825","OLIVE","ST","3825   OLIVE ST","Kansas City","Missouri",-94.5554377,39.05642055,"Yes"
"1935","K2011-02245","30130020500000000",2012-08-01,135311,"1609","39TH","ST","1609  E 39TH ST","Kansas City","Missouri",-94.5647923,39.05560918,"Yes"
"1936","K2011-02268","30130161300000000",2012-08-01,135415,"1700","41ST","ST","1700  E 41ST ST","Kansas City","Missouri",-94.56404146,39.05246354,"Yes"
"1937","K2011-02273","30130162300000000",2012-08-01,135536,"4024","WOODLAND","AVE","4024   WOODLAND AVE","Kansas City","Missouri",-94.56337098,39.05297527,"Yes"
"1938","K2011-02274","30130162400000000",2012-08-01,135535,"4022","WOODLAND","AVE","4022   WOODLAND AVE","Kansas City","Missouri",-94.56336721,39.05304396,"Yes"
"1939","K2011-02290","30130290800000000",2012-08-01,136282,"4233","PASEO","","4233   PASEO","Kansas City","Missouri",-94.56747386,39.04936365,"Yes"
"1940","K2011-02291","30130292500000000",2012-08-01,136275,"4216","FLORA","AVE","4216   FLORA AVE","Kansas City","Missouri",-94.56700167,39.04986573,"Yes"
"1941","K2011-02292","30130300800000000",2012-08-01,136102,"4205","FLORA","AVE","4205   FLORA AVE","Kansas City","Missouri",-94.56635404,39.05019989,"Yes"
"1942","K2011-02303","30140130700000000",2012-08-01,136435,"4021","BROOKLYN","AVE","4021   BROOKLYN AVE","Kansas City","Missouri",-94.55801061,39.05300855,"Yes"
"1943","K2011-02308","30140161600000000",2012-08-01,136521,"4036","PROSPECT","AVE","4036   PROSPECT AVE","Kansas City","Missouri",-94.55411896,39.05221438,"Yes"
"1944","K2011-02316","30140223200000000",2012-08-01,136795,"4104","GARFIELD","AVE","4104   GARFIELD AVE","Kansas City","Missouri",-94.55992047,39.05181115,"Yes"
"1945","K2011-02318","30140240900000000",2012-08-01,136835,"4119","WOODLAND","AVE","4119   WOODLAND AVE","Kansas City","Missouri",-94.56273304,39.05146051,"Yes"
"1946","K2011-02376","30240263600001001",2012-08-01,244996,"607","42ND","ST","607  E 42ND ST STE 302","Kansas City","Missouri",-94.57781127,39.05073786,"Yes"
"1947","K2011-02377","30240263600001002",2012-08-01,244995,"607","42ND","ST","607  E 42ND ST STE 301","Kansas City","Missouri",-94.57781127,39.05073786,"Yes"
"1948","K2011-02380","30240263600003001",2012-08-01,244992,"607","42ND","ST","607  E 42ND ST STE 102","Kansas City","Missouri",-94.57781127,39.05073786,"Yes"
"1949","K2011-02381","30240263600003002",2012-08-01,244991,"607","42ND","ST","607  E 42ND ST STE 101","Kansas City","Missouri",-94.57781127,39.05073786,"Yes"
"1950","K2011-02382","30240263600004001",2012-08-01,244990,"605","42ND","ST","605  E 42ND ST 1","Kansas City","Missouri",-94.57781127,39.05073786,"Yes"
"1951","K2011-02412","30610011600000000",2012-08-01,137109,"2502","44TH","ST","2502  E 44TH ST","Kansas City","Missouri",-94.55500521,39.0467032,"Yes"
"1952","K2011-02414","30610050800000000",2012-08-01,137244,"4317","GARFIELD","AVE","4317   GARFIELD AVE","Kansas City","Missouri",-94.55948596,39.04774659,"Yes"
"1953","K2011-02420","30610062200000000",2012-08-01,137254,"4320","GARFIELD","AVE","4320   GARFIELD AVE","Kansas City","Missouri",-94.56014533,39.04763261,"Yes"
"1954","K2011-02454","30620160900000000",2012-08-01,137659,"4433","HIGHLAND","AVE","4433   HIGHLAND AVE","Kansas City","Missouri",-94.56423522,39.04563584,"Yes"
"1955","K2011-02525","30710231900000000",2012-08-01,145821,"5340","EUCLID","AVE","5340   EUCLID AVE","Kansas City","Missouri",-94.56237551,39.0289577,"Yes"
"1956","K2011-02532","30710262100000000",2012-08-01,145868,"1918","55TH","ST","1918  E 55TH ST","Kansas City","Missouri",-94.56229795,39.02705856,"Yes"
"1957","K2011-02563","30740033400000000",2012-08-01,147686,"5502","OLIVE","ST","5502   OLIVE ST","Kansas City","Missouri",-94.55783898,39.02641796,"Yes"
"1958","K2011-02572","30740102700000000",2012-08-01,147927,"5612","EUCLID","AVE","5612   EUCLID AVE","Kansas City","Missouri",-94.56263597,39.02442618,"Yes"
"1959","K2011-02579","30740152400000000",2012-08-01,147580,"5630","WABASH","AVE","5630   WABASH AVE","Kansas City","Missouri",-94.5568691,39.02364636,"Yes"
"1960","K2011-02580","30740161400000000",2012-08-01,147575,"2500","57TH","ST","2500  E 57TH ST","Kansas City","Missouri",-94.55626182,39.02307681,"Yes"
"1961","K2011-02582","30740180600000000",2012-08-01,148389,"5713","OLIVE","ST","5713   OLIVE ST","Kansas City","Missouri",-94.55742828,39.02242959,"Yes"
"1962","K2011-02589","30740230200000000",2012-08-01,147998,"5701","MICHIGAN","AVE","5701   MICHIGAN AVE","Kansas City","Missouri",-94.56320356,39.02307328,"Yes"
"1963","K2011-02591","30740231200000000",2012-08-01,148008,"5733","MICHIGAN","AVE","5733   MICHIGAN AVE","Kansas City","Missouri",-94.56326485,39.02203099,"Yes"
